sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate
12986.28L.Day7.14	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-14_Day7		28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.15	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-15_Day7	15.26	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.16	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-16_Day7	27.56	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.17	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-17_Day7	27.16	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.18	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-18_Day7	26.26	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.19	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-19_Day7	21.66	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.20	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-20_Day7	14.76	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.21	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-21_Day7	31.96	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.22	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-22_Day7	23.56	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.23	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-23_Day7	26.96	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Day7.24	16	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-24_Day7	12	28L	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.1	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-1_Month6	30.5	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.10	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-10_Month6	3.4	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.11	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-11_Month6	44.7	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.12	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-12_Month6	47.2	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.13	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-13_Month6	50.3	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.14	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-14_Month6	51.5	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.15	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-15_Month6	50.9	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.16	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-16_Month6	47.2	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.17	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-17_Month6	11	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.18	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-18_Month6	44.9	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.19	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-19_Month6	17.9	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.2	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-2_Month6	64.5	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.20	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-20_Month6	65.2	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.21	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-21_Month6	35.7	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.22	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-22_Month6	41.8	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.23	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-23_Month6	29.7	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.24	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-24_Month6	11.2	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.3	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-3_Month6	29.5	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.4	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-4_Month6	50	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.5	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-5_Month6	38.2	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.6	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-6_Month6	39.2	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.7	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-7_Month6	63.6	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.8	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-8_Month6	69.9	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28L.Month6.9	9	28	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28L	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28L	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28L-9_Month6	65.2	28L	B1	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.28LL.Day7.1	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28LL	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28LL-1_Day7	57.2	28LL	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28LL.Day7.10	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28LL	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28LL-10_Day7	84.7	28LL	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28LL.Day7.11	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28LL	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28LL-11_Day7	56.7	28LL	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28LL.Day7.12	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28LL	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28LL-12_Day7	64	28LL	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28LL.Day7.2	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28LL	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28LL-2_Day7	54.3	28LL	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28LL.Day7.3	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28LL	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28LL-3_Day7	53.1	28LL	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28LL.Day7.4	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28LL	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28LL-4_Day7	44.8	28LL	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.28LL.Day7.5	12	28	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	28LL	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	28LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	female	410661	28LL-5_Day7	46.7	28LL	B1	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
