sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	elevation	elevation_units	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_product	host_body_site	host_common_name	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	iacuc_institute	iacuc_protocol_id	isolate_number	latitude	latitude_units	life_stage	longitude	longitude_units	mouse_dob	mouse_id	mouse_strain	qiita_study_id	sample_type	scientific_name	sex	taxon_id	tube_id	zarrinparlab_quant_ng_ul	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	plate
12986.29LL.Month6.10	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-10_Month6	60.7	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.11	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-11_Month6	48.6	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.12	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-12_Month6	52.9	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.13	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	13	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-13_Month6	53.6	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.14	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	14	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-14_Month6	56.1	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.15	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	15	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-15_Month6	66	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.16	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-16_Month6	20.5	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.17	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-17_Month6	42	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.18	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-18_Month6	56.9	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.2	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-2_Month6	58.2	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.3	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-3_Month6	18.3	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.4	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-4_Month6	47.2	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.5	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-5_Month6	32.5	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.6	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-6_Month6	29.7	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.7	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-7_Month6	33.4	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.8	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-8_Month6	42.4	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29LL.Month6.9	9	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29LL	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29LL	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29LL-9_Month6	42.8	29LL	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.1	12	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-1_Day7	23.9	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.10	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-10_Day7	45.5	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.11	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-11_Day7	41.1	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.12	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-12_Day7	36	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.2	12	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-2_Day7	37.1	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.3	12	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-3_Day7	56.8	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.4	12	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-4_Day7	29	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.5	12	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-5_Day7	42.2	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.6	12	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	6	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-6_Day7	53.1	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.7	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	7	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-7_Day7	42.4	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.8	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	8	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-8_Day7	60.4	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Day7.9	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	9	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-9_Day7	53.6	29N	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Month3.1	2	29	Month3	10/17/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	21	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-1_Month3	54.9	29N	B2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Month6.16	8	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	16	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-16_Month6	44.9	29N	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Month6.17	8	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	17	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-17_Month6	37.4	29N	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Month6.18	8	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	18	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-18_Month6	54.3	29N	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Month6.19	8	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	19	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-19_Month6	48.3	29N	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Month6.20	8	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	20	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-20_Month6	32.3	29N	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Month6.21	8	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	21	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-21_Month6	27.7	29N	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Month6.22	8	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	22	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-22_Month6	49.6	29N	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Month6.23	8	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	23	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-23_Month6	50.7	29N	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29N.Month6.24	8	29	Month6	1/16/18 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	33	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29N	10090	not provided	g	UCSD	S16285	24	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29N	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29N-24_Month6	44.6	29N	B2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1	
12986.29R.Day7.1	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29R	10090	not provided	g	UCSD	S16285	1	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29R-1_Day7	56.2	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29R.Day7.10	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29R	10090	not provided	g	UCSD	S16285	10	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29R-10_Day7	70.2	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29R.Day7.11	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29R	10090	not provided	g	UCSD	S16285	11	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29R-11_Day7	74.6	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29R.Day7.12	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29R	10090	not provided	g	UCSD	S16285	12	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29R-12_Day7	76.7	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29R.Day7.2	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29R	10090	not provided	g	UCSD	S16285	2	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29R-2_Day7	65.7	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29R.Day7.3	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29R	10090	not provided	g	UCSD	S16285	3	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29R-3_Day7	69.7	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29R.Day7.4	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29R	10090	not provided	g	UCSD	S16285	4	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29R-4_Day7	56.3	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
12986.29R.Day7.5	13	29	Day7	7/19/17 10:00	7/12/17 0:00	RC	193	meters	Host-associated	Animal	Animal distal gut	urban biome	animal-associated habitat	feces	host-associated	USA:CA: San Diego	10	weeks	UBERON:feces	UBERON:feces	UBERON:feces	mouse	Mus musculus	29R	10090	not provided	g	UCSD	S16285	5	32.842	Decimal degrees	adult	-117.258	Decimal degrees	5/2/17 0:00	29R	C57Bl/6	12986	fecal culture	mouse gut metagenome	male	410661	29R-5_Day7	62.9	29R	B2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1	
