mouse,tissue,sampling_date,tube_tare,tube_full,homogenization_volume,dilution,vol_plated,grams,grams_mL,plate_type,num_blobs,cfu_gram,treatment,log10_cfu_gram,count_source,notes_x,filename,experiment,generation,cage_id,sex,diet,date_born,date_died,dam,sire,date_colonized,notes_y,COVID_notes,col_time,col_weeks
43N,stool,2017-10-17,1.5463,1.7827,1.0,0.01,0.1,0.2364,0.2364,EMBSuc,0.0,0,AZ51,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171018_plate_photos/EMB/IMG_4709.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,106 days,15.142857142857142
43N,stool,2017-10-31,1.5164,1.6654,1.0,0.01,0.1,0.149,0.149,LB+Km,29.0,194630.8725,AZ51,5.29,OpenCFU,2020-06-26 [04:37:27 PM]: no comment,20171101_plate_photos/IMG_6418.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,120 days,17.142857142857142
43N,stool,2017-10-31,1.5164,1.6654,1.0,0.01,0.1,0.149,0.149,EMB,30.0,201342.2819,AZ51,5.3,OpenCFU,2020-06-26 [04:50:32 PM]: no comment,20171101_plate_photos/IMG_6347.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,120 days,17.142857142857142
43N,stool,2017-11-14,1.5522,1.703,1.0,0.01,0.1,0.1508,0.1508,LB+Km,42.0,278514.5889,AZ51,5.44,OpenCFU,2020-08-02 [08:58:40 PM]: no comment,20171115_plate_photos/Km/IMG_0445.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,134 days,19.142857142857142
43N,stool,2017-11-14,1.5522,1.703,1.0,0.01,0.1,0.1508,0.1508,EMB,40.0,265251.9894,AZ51,5.42,OpenCFU,2020-08-02 [09:04:48 PM]: no comment,20171115_plate_photos/EMB/IMG_0567.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,134 days,19.142857142857142
43N,stool,2017-11-28,1.539,1.713,1.0,0.01,0.1,0.174,0.174,LB+Km,28.0,160919.5402,AZ51,5.21,OpenCFU,2020-08-04 [07:41:50 PM]: no comment,20171128_plate_photos/Km/Adaptation_2_AZ51/IMG_0487.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,148 days,21.142857142857142
43N,stool,2017-11-28,1.539,1.713,1.0,0.01,0.1,0.174,0.174,EMB,34.0,195402.2989,AZ51,5.29,OpenCFU,2020-08-04 [07:54:38 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171128_plate_photos/EMB/IMG_0394.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,148 days,21.142857142857142
43N,stool,2017-12-12,1.5474,1.7951,1.0,0.01,0.1,0.2477,0.2477,LB+Km,41.0,165522.8099,AZ51,5.22,OpenCFU,2020-08-04 [08:39:24 PM]: no comment,20171213_plate_photos/Km/Adaptation_Cohort_2_AZ51/IMG_5382.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,162 days,23.142857142857142
43N,stool,2017-12-12,1.5474,1.7951,1.0,0.01,0.1,0.2477,0.2477,EMB,24.0,96891.40089,AZ51,4.99,OpenCFU,2020-08-04 [08:53:42 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20171213_plate_photos/EMB/IMG_5483.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,162 days,23.142857142857142
43N,stool,2018-01-09,1.5158,1.7654,1.0,0.01,0.1,0.2496,0.2496,LB+Km,20.0,80128.20513,AZ51,4.9,OpenCFU,2020-06-28 [05:21:29 AM]: no comment,20180110_plate_photos/Km/IMG_6218.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,190 days,27.142857142857142
43N,stool,2018-01-09,1.5158,1.7654,1.0,0.01,0.1,0.2496,0.2496,EMB,30.0,4815.396943,AZ51,3.68,OpenCFU,2020-07-01 [05:45:57 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180110_plate_photos/EMB/IMG_6323.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,190 days,27.142857142857142
43N,stool,2018-01-23,1.5491,1.7489,1.0,0.01,0.1,0.1998,0.1998,LB+Km,67.0,335335,AZ51,5.53,OpenCFU,2020-08-05 [08:42:12 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180124_plate_photos/Adaptation_2_AZ51/IMG_3352.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,204 days,29.142857142857142
43N,stool,2018-01-23,1.5491,1.7489,1.0,0.01,0.1,0.1998,0.1998,EMB,58.0,290290,AZ51,5.46,OpenCFU,2020-08-05 [08:40:51 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180124_plate_photos/Adaptation_2_AZ51/IMG_3374.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,204 days,29.142857142857142
43N,stool,2018-02-06,1.5448,1.7749,1.0,0.01,0.1,0.2301,0.2301,LB+Km,21.0,91264.66754,AZ51,4.96,OpenCFU,2020-07-01 [06:17:06 AM]: no comment,20180206_plate_photos/Adaptation_AZ51/IMG_3802.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,218 days,31.142857142857142
43N,stool,2018-02-06,1.5448,1.7749,1.0,0.01,0.1,0.2301,0.2301,EMB,23.0,99956.54063,AZ51,5.0,OpenCFU,2020-07-01 [06:10:35 AM]: no comment,20180206_plate_photos/Adaptation_AZ51/IMG_3824.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,218 days,31.142857142857142
43N,stool,2018-02-20,1.5494,1.7543,1.0,0.01,0.1,0.2049,0.2049,LB+Km,48.0,234261,AZ51,5.37,OpenCFU,2020-08-05 [10:07:36 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180221_plate_photos/Adaptation_Cohort_2/IMG_4209.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,232 days,33.142857142857146
43N,stool,2018-02-20,1.5494,1.7543,1.0,0.01,0.1,0.2049,0.2049,EMB,28.0,136652,AZ51,5.14,OpenCFU,2020-08-05 [10:06:12 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180221_plate_photos/Adaptation_Cohort_2/IMG_4231.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,232 days,33.142857142857146
43N,stool,2018-03-06,1.5377,1.8332,1.0,0.01,0.1,0.2955,0.2955,LB+Km,47.0,351945.8545,AZ51,5.55,OpenCFU,2020-07-01 [06:48:05 AM]: no comment,20180307_plate_photos/Adaptation_Cohort_2_AZ51/Km/IMG_4695.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,246 days,35.142857142857146
43N,stool,2018-03-06,1.5377,1.8332,1.0,1.0,0.2,0.2955,0.2955,LB+Cm,0.0,0,AZ51,0.0,SDB_manual,,20180307_plate_photos/Adaptation_Cohort_2_AZ51/Cm/IMG_4717.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,246 days,35.142857142857146
43N,stool,2018-03-06,1.5377,1.8332,1.0,0.01,0.1,0.2955,0.2955,EMB,42.0,142131.9797,AZ51,5.15,OpenCFU,2020-07-01 [06:52:44 AM]: no comment,20180307_plate_photos/Adaptation_Cohort_2_AZ51/EMB/IMG_4739.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,246 days,35.142857142857146
43N,stool,2018-03-20,1.5514,1.6897,1.0,0.01,0.1,0.1383,0.1383,LB+Km,11.0,79537,AZ51,4.9,OpenCFU,2020-08-11 [03:20:29 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180321_plate_photos/Adaptation_Cohort_2/IMG_7204.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,260 days,37.142857142857146
43N,stool,2018-03-20,1.5514,1.6897,1.0,0.01,0.1,0.1383,0.1383,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180321_plate_photos/Adaptation_Cohort_2/IMG_7226.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,260 days,37.142857142857146
43N,stool,2018-03-20,1.5514,1.6897,1.0,0.01,0.1,0.1383,0.1383,EMB,0.0,0,AZ51,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180321_plate_photos/Adaptation_Cohort_2/IMG_7285.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,260 days,37.142857142857146
43N,stool,2018-04-03,1.515,1.7619,1.0,0.01,0.1,0.2469,0.2469,LB+Km,26.0,105306,AZ51,5.02,OpenCFU,2020-08-11 [06:17:29 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180404_plate_photos/Adaptation_Cohort_2/IMG_7762.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,274 days,39.142857142857146
43N,stool,2018-04-03,1.515,1.7619,1.0,1.0,0.2,0.2469,0.2469,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180404_plate_photos/Adaptation_Cohort_2/IMG_7785.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,274 days,39.142857142857146
43N,stool,2018-04-03,1.515,1.7619,1.0,0.01,0.1,0.2469,0.2469,EMB,16.0,64803.5642,AZ51,4.81,OpenCFU,2020-08-11 [06:20:57 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180404_plate_photos/Adaptation_Cohort_2/IMG_7890.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,274 days,39.142857142857146
43N,stool,2018-04-10,1.54,1.7136,1.0,0.01,0.1,0.1736,0.1736,LB+Km,54.0,311059.9078,AZ51,5.49,OpenCFU,2020-08-11 [06:59:54 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180411_plate_photos/Adaptation_Cohort_2/IMG_8087.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,281 days,40.142857142857146
43N,stool,2018-04-10,1.54,1.7136,1.0,1.0,0.2,0.1736,0.1736,LB+Cm,25.0,720.0460829,AZ51,2.86,OpenCFU,Contaminated,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180411_plate_photos/Adaptation_Cohort_2/IMG_8109.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,281 days,40.142857142857146
43N,stool,2018-04-10,1.54,1.7136,1.0,0.01,0.1,0.1736,0.1736,EMB,33.0,190092.1659,AZ51,5.28,OpenCFU,2020-08-11 [07:03:03 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180411_plate_photos/Adaptation_Cohort_2/IMG_8131.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,281 days,40.142857142857146
43N,stool,2018-04-17,1.5369,1.8124,1.0,0.01,0.1,0.2755,0.2755,LB+Km,17.0,61705.98911,AZ51,4.790327318,OpenCFU,2020-08-11 [08:17:50 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180418_plate_photos/Adaptation_Cohort_2/IMG_8377.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,288 days,41.142857142857146
43N,stool,2018-04-17,1.5369,1.8124,1.0,1.0,0.2,0.2755,0.2755,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180418_plate_photos/Adaptation_Cohort_2/IMG_8399.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,288 days,41.142857142857146
43N,stool,2018-04-17,1.5369,1.8124,1.0,0.01,0.1,0.2755,0.2755,EMB,6.0,21778.58439,AZ51,4.338029647,OpenCFU,2020-08-11 [08:21:14 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180418_plate_photos/Adaptation_Cohort_2/IMG_8421.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,288 days,41.142857142857146
43N,stool,2018-05-01,1.5243,1.7214,1.0,0.01,0.1,0.1971,0.1971,LB+Km,521.0,2643328.26,AZ51,6.42,OpenCFU,Breakthrough colonies,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180502_plate_photos/IMG_8896.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,302 days,43.142857142857146
43N,stool,2018-05-01,1.5243,1.7214,1.0,1.0,0.2,0.1971,0.1971,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180502_plate_photos/IMG_8918.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,302 days,43.142857142857146
43N,stool,2018-05-01,1.5243,1.7214,1.0,0.01,0.1,0.1971,0.1971,EMB,354.0,1796042.618,AZ51,6.25,OpenCFU,2020-08-11 [09:35:19 PM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180502_plate_photos/IMG_9011.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,302 days,43.142857142857146
43N,stool,2018-06-12,1.5505,1.7466,1.0,0.01,0.1,0.1961,0.1961,LB+Km,202.0,1030087,AZ51,6.01,OpenCFU,Breakout colonies,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180613_plate_photos/IMG_0478.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,344 days,49.142857142857146
43N,stool,2018-06-12,1.5505,1.7466,1.0,1.0,0.2,0.1961,0.1961,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180613_plate_photos/IMG_0500.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,344 days,49.142857142857146
43N,stool,2018-06-12,1.5505,1.7466,1.0,0.01,0.1,0.1961,0.1961,EMB,25.0,127486,AZ51,5.11,OpenCFU,2020-08-12 [12:40:20 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180614_plate_photos/IMG_0480.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,344 days,49.142857142857146
43N,stool,2018-07-03,1.5534,1.687,1.0,0.01,0.1,0.1336,0.1336,LB+Km,135.0,1010479.042,AZ51,6.0,OpenCFU,2020-07-01 [08:24:26 AM]: no comment,20180704_plate_photos/Adaptation_Cohort_2/IMG_8201.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,365 days,52.142857142857146
43N,stool,2018-07-03,1.5534,1.687,1.0,1.0,0.2,0.1336,0.1336,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,20180704_plate_photos/Adaptation_Cohort_2/IMG_8219.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,365 days,52.142857142857146
43N,stool,2018-07-03,1.5534,1.687,1.0,0.01,0.1,0.1336,0.1336,EMB,107.0,800898.2036,AZ51,5.9,OpenCFU,2020-07-01 [07:52:55 AM]: no comment,20180704_plate_photos/Adaptation_Cohort_2/IMG_8253.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,365 days,52.142857142857146
43N,stool,2018-07-17,1.5422,1.729,1.0,0.01,0.1,0.1868,0.1868,LB+Km,103.0,551391.863,AZ51,5.74,OpenCFU,2020-08-12 [10:28:58 AM]: no comment,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180719_plate_photos_LB/IMG_0721.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,379 days,54.142857142857146
43N,stool,2018-07-17,1.5422,1.729,1.0,1.0,0.2,0.1868,0.1868,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,/home/mdtiu/zarrinpar/Pynchon/Plate_Photos/20180719_plate_photos_LB/IMG_0739.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,379 days,54.142857142857146
43N,stool,2018-07-31,1.549,1.768,1.0,0.01,0.1,0.219,0.219,LB+Km,173.0,789954.3379,AZ51,5.9,OpenCFU,True count~173,20180801_plate_photos/IMG_1126.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,393 days,56.142857142857146
43N,stool,2018-07-31,1.549,1.768,1.0,1.0,0.2,0.219,0.219,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,20180801_plate_photos/IMG_1146.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,393 days,56.142857142857146
43N,stool,2018-07-31,1.549,1.768,1.0,0.01,0.1,0.219,0.219,EMBSuc,80.0,365296.8037,AZ51,5.56,OpenCFU,2020-07-01 [10:36:36 AM]: no comment,20180801_plate_photos/IMG_1193.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,393 days,56.142857142857146
43N,stool,2018-08-14,1.5176,1.6598,1.0,0.01,0.1,0.1422,0.1422,LB+Km,35.0,246132.2082,AZ51,5.39,OpenCFU,2020-07-01 [01:37:58 PM]: no comment,20180814_plate_photos/IMG_1483.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,407 days,58.142857142857146
43N,stool,2018-08-14,1.5176,1.6598,1.0,1.0,0.2,0.1422,0.1422,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,20180814_plate_photos/IMG_1503.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,407 days,58.142857142857146
43N,stool,2018-08-14,1.5176,1.6598,1.0,0.01,0.1,0.1422,0.1422,EMBSuc,84.0,590717.2996,AZ51,5.77,OpenCFU,2020-07-01 [01:02:34 PM]: no comment,20180814_plate_photos/IMG_1576.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,407 days,58.142857142857146
43N,stool,2018-08-28,1.5353,1.739,1.0,0.01,0.1,0.2037,0.2037,LB+Km,84.0,412371.134,AZ51,5.62,OpenCFU,2020-07-08 [05:39:08 AM]: no comment,20180828_plate_photos/LB_plates/IMG_1958.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,421 days,60.142857142857146
43N,stool,2018-08-28,1.5353,1.739,1.0,0.01,0.1,0.2037,0.2037,EMBSuc,51.0,250368.1885,AZ51,5.4,OpenCFU,2020-07-08 [06:23:50 AM]: no comment,20180828_plate_photos/IMG_2074.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,421 days,60.142857142857146
43N,stool,2018-08-28,1.5353,1.739,1.0,1.0,0.2,0.2037,0.2037,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,20180828_plate_photos/LB_plates/IMG_1976.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,421 days,60.142857142857146
43N,stool,2018-09-11,1.5581,1.7826,1.0,0.01,0.1,0.2245,0.2245,LB+Km,61.0,271714.922,AZ51,5.43,OpenCFU,2020-07-08 [10:11:20 AM]: no comment,20180911_plate_photos/IMG_0597.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,435 days,62.142857142857146
43N,stool,2018-09-11,1.5581,1.7826,1.0,1.0,0.2,0.2245,0.2245,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,20180911_plate_photos/IMG_0738.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,435 days,62.142857142857146
43N,stool,2018-09-11,1.5581,1.7826,1.0,0.01,0.1,0.2245,0.2245,EMBSuc,51.0,227171.4922,AZ51,5.36,OpenCFU,2020-07-08 [07:10:10 AM]: no comment,20180911_plate_photos/IMG_0810.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,435 days,62.142857142857146
43N,stool,2018-09-25,1.5584,1.7375,1.0,0.01,0.1,0.1791,0.1791,LB+Km,27.0,150753.7688,AZ51,5.18,OpenCFU,2020-07-08 [10:39:26 AM]: no comment,20180926_plate_photos/IMG_1004.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,449 days,64.14285714285714
43N,stool,2018-09-25,1.5584,1.7375,1.0,1.0,0.2,0.1791,0.1791,LB+Cm,0.0,0,AZ51,0.0,SDB_manual,,20180926_plate_photos/IMG_0949.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,449 days,64.14285714285714
43N,stool,2018-09-25,1.5584,1.7375,1.0,0.01,0.1,0.1791,0.1791,EMBSuc,64.0,357342.2669,AZ51,5.55,OpenCFU,2020-07-08 [10:29:08 AM]: no comment,20180926_plate_photos/IMG_1059.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,449 days,64.14285714285714
43N,stool,2018-10-09,1.5073,1.7804,1.0,0.01,0.1,0.2731,0.2731,LB+Km,630.0,2306847.309,AZ51,6.36,OpenCFU,2020-08-16 [11:03:05 AM]: no comment,20181010_plate_photos/IMG_1204.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,463 days,66.14285714285714
43N,stool,2018-10-09,1.5073,1.7804,1.0,1.0,0.2,0.2731,0.2731,LB+Cm,0.0,0,AZ51,0.0,MT_manual,Manual,20181010_plate_photos/IMG_1245.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,463 days,66.14285714285714
43N,stool,2018-10-24,1.5234,1.7106,1.0,1.0,0.2,0.1872,0.1872,LB+Cm,0.0,0,AZ51,0.0,SDB_manual,,20181024_plate_photos/IMG_1325.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,478 days,68.28571428571429
43N,stool,2018-10-24,1.5234,1.7106,1.0,0.1,0.1,0.1872,0.1872,LB+Km,31.0,16560,AZ51,4.22,OpenCFU,Breakthrough colonies,20181024_plate_photos/IMG_1357.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,478 days,68.28571428571429
43N,stool,2018-10-24,1.5234,1.7106,1.0,0.1,0.1,0.1872,0.1872,EMBSuc,101.0,53953,AZ51,4.73,OpenCFU,2020-08-16 [12:17:44 PM]: no comment,20181025_plate_photos/IMG_9339.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,478 days,68.28571428571429
43N,stool,2018-11-06,1.5378,1.7716,1.0,0.01,0.1,0.2338,0.2338,LB+Km,6.0,25663,AZ51,4.41,OpenCFU,Breakthrough colonies,20181107_plate_photos/IMG_1498.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,491 days,70.14285714285714
43N,stool,2018-11-06,1.5378,1.7716,1.0,1.0,0.2,0.2338,0.2338,LB+Cm,0.0,0,AZ51,0.0,SDB_manual,,20181107_plate_photos/IMG_1469.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,491 days,70.14285714285714
43N,stool,2018-11-06,1.5378,1.7716,1.0,0.01,0.1,0.2338,0.2338,EMBSuc,0.0,0,AZ51,0.0,MT_manual,"unusual growth, plates may be EMBSucrose",20181108_plate_photos/IMG_1528.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,491 days,70.14285714285714
43N,stool,2018-11-20,1.55,1.7406,1.0,1.0,0.2,0.1906,0.1906,LB+Cm,0.0,0,AZ51,0.0,SDB_manual,,20181122_plate_photos/IMG_1757.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,505 days,72.14285714285714
43N,stool,2018-11-20,1.55,1.7406,1.0,0.1,0.1,0.1906,0.1906,LB+Km,1632.0,856243.4418,AZ51,5.93,OpenCFU,2020-08-16 [03:27:03 PM]: no comment,20181122_plate_photos/IMG_1700.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,505 days,72.14285714285714
43N,stool,2018-11-20,1.55,1.7406,1.0,0.1,0.1,0.1906,0.1906,EMBSuc,972.0,509968.5205,AZ51,5.71,OpenCFU,2020-08-16 [03:41:38 PM]: no comment,20181126_plate_photos/IMG_1844.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,505 days,72.14285714285714
43N,liver,2018-11-29,1.5278,2.0175,1.0,1.0,0.2,0.4897,0.4897,LB+Km,0.0,0,AZ51,0.0,MT_manual,Manual,20181130_sac_plate_photos/IMG_2098.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,514 days,73.42857142857143
43N,ileum,2018-11-29,1.553,1.7506,1.0,1.0,0.2,0.1976,0.1976,LB+Km,70.0,1771,AZ51,3.25,OpenCFU,2020-08-16 [05:08:54 PM]: no comment,20181130_sac_plate_photos/IMG_2099.jpg,Adaptation_AZ51_NCD,G0,43.0,M,NCD,2017-07-03,11/29/18,B1,B,9/13/17,,,514 days,73.42857142857143
