	Axis1_17.97	Axis2_9.11	Axis3_4.54	Axis4_3.30	Axis5_2.87
43R_Month3_23	0.011034773	-0.00343256	0.000793034	-0.001585877	0.004219527
43R_Month3_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_4	0.012193941	-0.005203207	-0.007167866	-0.003816039	-0.003831984
43R_Month3_5	-0.031318531	-0.128573102	-0.020870654	0.071718574	0.171605002
43R_Month3_6	0.005314497	-0.007012705	-0.007160988	-0.001409934	-0.00077151
43R_Month3_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month3_8	-0.005399972	0.005701191	-0.00303471	0.002995324	-0.000453656
43R_Month3_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month6_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month6_11	0.009853535	-0.000554614	-0.002149563	0.002457043	-0.003832267
43R_Month6_12	0.007985907	-0.004109285	0.000642344	-0.000222526	0.001348013
43R_Month6_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month6_14	0.011053808	-0.005367171	0.000284105	-0.000266432	0.002132024
43R_Month6_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month6_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month6_17	-0.02228268	0.019121195	-0.01548943	-0.020051849	0.003241383
43R_Month6_18	0.007668937	-0.004621421	0.001264265	-0.000508075	0.001036682
43R_Month6_19	0.007563321	-0.004471731	0.001426804	-0.000462001	0.001214765
43R_Month6_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month6_20	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
43R_Month6_21	0.007037695	-0.004645661	0.001240758	-0.000473343	0.000936443
43R_Month6_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month6_23	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
43R_Month6_24	0.007623504	-0.004629278	0.001240207	-0.000531863	0.001052387
43R_Month6_2	-0.013713424	0.013117538	-0.005831959	0.005570399	0.000334076
43R_Month6_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month6_4	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month6_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
43R_Month6_6	0.007784056	-0.002772526	0.001649733	-0.001692071	0.003182568
43R_Month6_7	0.033738066	-0.012716601	0.015828281	0.002843442	-0.013162769
43R_Month6_8	0.053043884	-0.048329567	0.002363297	-0.012371429	-0.019687959
43R_Month6_9	0.040150019	-0.037809728	-0.00266769	-0.009606471	-0.025835776
44B_Day7_10	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44B_Day7_11	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
44B_Day7_12	-0.002377907	0.003820152	-0.00223478	0.000527606	0.003511922
44B_Day7_13	-0.010105558	0.008008746	-0.004507945	0.004807585	-0.00477123
44B_Day7_14	-0.010468205	0.009276376	-0.004725435	0.004122379	0.003305309
44B_Day7_15	-0.010497259	0.009018811	-0.004713724	0.004167618	0.003376505
44B_Day7_16	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44B_Day7_17	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44B_Day7_18	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
44B_Day7_19	-0.012912949	0.012569621	-0.005648486	0.004177028	-0.00193659
44B_Day7_1	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44B_Day7_20	-0.013301795	0.009823442	-0.005481108	0.002872584	-0.00404093
44B_Day7_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Day7_22	-0.013301795	0.009823442	-0.005481108	0.002872584	-0.00404093
44B_Day7_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Day7_24	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44B_Day7_2	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44B_Day7_3	-0.011130986	0.008985138	-0.004671689	0.001982171	0.003205528
44B_Day7_4	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44B_Day7_5	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44B_Day7_6	-0.013301795	0.009823442	-0.005481108	0.002872584	-0.00404093
44B_Day7_7	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44B_Day7_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Day7_9	-0.009702236	0.007556192	-0.004529383	0.003600322	0.003027358
44B_Month3_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Month3_11	-0.016166646	0.013268337	-0.012118658	-0.024717617	-0.002584044
44B_Month3_12	-0.016166646	0.013268337	-0.012118658	-0.024717617	-0.002584044
44B_Month3_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Month3_14	-0.030094088	0.028253084	0.025096604	0.006946577	-0.007893596
44B_Month3_15	-0.002175928	0.007147512	0.000938465	0.001132174	0.0032848
44B_Month3_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Month3_17	0.010786637	-0.004560775	0.001893928	-0.000500099	0.002770502
44B_Month3_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Month3_19	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
44B_Month3_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Month3_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Month3_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Month3_22	-0.013501917	0.011824711	-0.010904825	-0.026719452	0.006251321
44B_Month3_23	-0.015287866	0.010030026	-0.012237291	-0.023588126	-0.004561861
44B_Month3_24	-0.025720005	0.017923097	-0.015665195	-0.018054815	-0.006128187
44B_Month3_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Month3_3	-0.012663311	0.007944057	-0.011064082	-0.025969395	0.003835309
44B_Month3_4	-0.013885535	0.010892949	-0.01313874	-0.024429681	-0.004340951
44B_Month3_5	-0.010504445	0.015361693	-0.005617434	0.005502275	-0.002111705
44B_Month3_6	-0.013807701	0.008118677	-0.010611164	-0.025480578	-0.00358197
44B_Month3_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Month3_8	-0.010162557	0.006989009	-0.003770758	0.003579484	-0.00543776
44B_Month3_9	-0.01736307	0.014098138	-0.012399974	-0.027361875	-0.002699769
44B_Month6_10	0.030906153	0.001600596	-0.001923154	-0.001074931	0.004413692
44B_Month6_11	-0.03192974	0.034732291	0.029865791	0.026304153	-0.021786819
44B_Month6_12	0.032999349	-0.013643652	0.00804249	-0.001690695	0.006490905
44B_Month6_13	-0.01181391	0.009862719	-0.005804332	0.00534495	-0.004224707
44B_Month6_14	-0.012912949	0.012569621	-0.005648486	0.004177028	-0.00193659
44B_Month6_15	-0.007918717	0.014786042	-0.00716134	0.005025697	0.003144464
44B_Month6_16	-0.010307059	0.015497848	-0.007950194	0.005881421	-0.004478589
44B_Month6_17	0.000305804	0.004117536	-0.001456944	0.001311707	0.003321991
44B_Month6_18	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44B_Month6_19	-0.010307059	0.015497848	-0.007950194	0.005881421	-0.004478589
44B_Month6_1	-0.022993584	0.023962015	0.025008351	0.002090352	0.002958281
44B_Month6_20	-0.00372495	0.005001594	-0.002718157	0.001786413	-0.003041421
44B_Month6_21	-0.004317978	0.00441226	-0.002860528	0.001385081	-0.003354128
44B_Month6_23	0.015108578	-0.001032664	-0.001565372	0.001520696	0.003951057
44B_Month6_24	-0.003389986	0.003814724	-0.002575475	0.001250327	-0.003284048
44B_Month6_2	-0.003415969	0.004315913	-0.0030313	0.000266721	0.006749372
44B_Month6_3	-0.001472891	0.003243578	-0.001968369	0.00040548	0.003564891
44B_Month6_4	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44B_Month6_5	-0.005254751	0.004848888	-0.002838694	-0.000489205	-0.003337991
44B_Month6_6	0.009380917	-6.07E-05	-0.000859859	0.000523524	-0.005601406
44B_Month6_7	-0.002693693	0.004989268	-0.002356318	0.001040934	0.003811441
44B_Month6_8	-0.003389986	0.003814724	-0.002575475	0.001250327	-0.003284048
44B_Month6_9	-0.045076229	0.000506387	-0.04771982	0.024153344	0.033803326
44L_Day7_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Day7_11	-0.015243504	0.009294701	-0.012201721	-0.024048522	-0.004803693
44L_Day7_12	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44L_Day7_13	-0.013788598	0.010405168	-0.005207951	0.003534916	-0.003677617
44L_Day7_14	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44L_Day7_15	0.008230262	-0.004521021	0.001014808	-0.000220159	0.000728392
44L_Day7_16	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44L_Day7_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Day7_18	-0.002140718	0.003108753	-0.002150783	0.000483844	0.003436494
44L_Day7_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Day7_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Day7_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Day7_21	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44L_Day7_22	-0.010288458	0.010108992	-0.005259785	0.004344238	0.003111043
44L_Day7_23	0.009895665	0.034239473	-0.012627202	0.006300635	-0.004768703
44L_Day7_24	-0.00485186	0.008004895	-0.003026225	0.000996846	-0.001261782
44L_Day7_2	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44L_Day7_3	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44L_Day7_4	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44L_Day7_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Day7_6	-0.012055922	0.009014917	-0.005365958	0.004480251	-0.003892763
44L_Day7_7	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
44L_Day7_8	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44L_Day7_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_10	-0.0028985	0.004940633	-0.003177426	0.001858812	-0.003545119
44L_Month3_11	-0.004498712	0.008194266	0.000165324	0.002173902	-0.004258246
44L_Month3_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_14	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44L_Month3_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_16	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44L_Month3_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_20	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44L_Month3_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_4	0.010786637	-0.004560775	0.001893928	-0.000500099	0.002770502
44L_Month3_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_6	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_7	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44L_Month3_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month3_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month6_10	0.036596374	-0.009367259	0.01803575	0.008871791	-0.00935451
44L_Month6_11	0.020491873	-0.001994453	-0.003770363	0.001504845	-0.012996236
44L_Month6_12	-0.176689021	-0.206822183	-0.054132131	0.007456748	-0.021719398
44L_Month6_13	-0.004894615	0.004676621	-0.006796829	0.00521457	-0.000256605
44L_Month6_14	-0.003375678	0.003880037	-0.002506209	0.001211151	-0.00329608
44L_Month6_15	-0.026225121	0.029276592	0.028333581	0.005116869	0.004837403
44L_Month6_16	-0.023758487	0.016488418	-0.015826849	-0.019300693	-0.006381887
44L_Month6_17	-0.003389986	0.003814724	-0.002575475	0.001250327	-0.003284048
44L_Month6_18	-0.003032432	0.003328343	-0.002612377	0.001280001	-0.003335683
44L_Month6_19	-0.083715043	-0.053662344	-0.068665348	0.043495013	0.038743545
44L_Month6_1	-0.00372495	0.005001594	-0.002718157	0.001786413	-0.003041421
44L_Month6_20	-0.00372495	0.005001594	-0.002718157	0.001786413	-0.003041421
44L_Month6_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month6_22	-0.003886893	0.007367982	-0.002709029	0.000837176	-0.001173969
44L_Month6_23	-0.003389986	0.003814724	-0.002575475	0.001250327	-0.003284048
44L_Month6_24	-0.111589116	-0.049140249	0.049940304	-0.035216316	-0.00734793
44L_Month6_2	-0.003886893	0.007367982	-0.002709029	0.000837176	-0.001173969
44L_Month6_3	-0.00941539	0.008919057	-0.004565656	0.004106856	0.003402865
44L_Month6_4	-0.009026846	0.007690408	-0.004351062	0.003550153	0.003162513
44L_Month6_5	-0.025459492	0.020074147	0.02247698	-0.029451866	-0.007992347
44L_Month6_6	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month6_7	-0.00212287	0.001937223	-0.003040899	0.001632927	-0.00365044
44L_Month6_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44L_Month6_9	-0.075332568	0.011736008	0.025886509	0.060335842	-0.005504114
44N_Day7_10	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44N_Day7_11	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44N_Day7_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_14	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44N_Day7_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_16	-0.012589283	0.010074119	-0.005684201	0.005017737	-0.003799679
44N_Day7_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_18	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
44N_Day7_19	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44N_Day7_1	-0.020674625	0.018922004	0.024448923	0.004157521	0.000574408
44N_Day7_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_2	0.00732964	-0.004586355	0.001386446	-0.000569587	0.000926169
44N_Day7_3	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_4	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_6	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Day7_7	-0.012055922	0.009014917	-0.005365958	0.004480251	-0.003892763
44N_Day7_8	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
44N_Day7_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month1_10	-0.03633334	0.020924385	-0.029582826	0.013035353	0.008604916
44N_Month1_12	-0.211029892	-0.12676945	-0.01208045	0.025581391	-0.046883262
44N_Month1_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month1_14	-0.002805113	0.004754665	-0.002230474	0.000963586	0.003789496
44N_Month1_15	0.007629944	-0.004722703	0.001289077	-0.000521966	0.001031697
44N_Month1_16	-0.00476294	0.005871793	-0.003579915	0.001852028	-0.003374462
44N_Month1_17	-0.012039855	0.009465429	-0.005728764	0.004555386	-0.004158432
44N_Month1_18	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44N_Month1_19	0.015836313	-0.007553839	-0.000815003	0.003048979	-0.000331641
44N_Month1_1	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44N_Month1_20	-0.032435084	0.031524488	0.029920343	0.025913795	-0.009941874
44N_Month1_21	0.02764189	-0.007055312	-0.001905168	0.00173296	-0.001303836
44N_Month1_22	-0.105513531	-0.047167017	-0.07886502	0.028414157	0.051468663
44N_Month1_23	-0.062116837	0.00025025	-0.034996318	0.034951544	0.020747309
44N_Month1_2	-0.115473813	-0.044003758	-0.093701003	-0.075286647	0.004914651
44N_Month1_3	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44N_Month1_4	-0.041601435	-0.023255316	-0.051165464	0.01938518	-0.003793022
44N_Month1_5	-0.16486485	-0.018580342	0.023881348	-0.013333095	-0.016180278
44N_Month1_6	-0.00406302	0.0036837	-0.002761099	0.001333059	-0.003403277
44N_Month1_7	-0.132997313	-0.033772831	-0.10910376	-0.057358196	-0.003548156
44N_Month1_8	-0.052201618	0.01092677	-0.05988606	-0.023205116	-0.030163699
44N_Month1_9	-0.133423969	-0.148372951	-0.061585344	0.082750041	-0.053768465
44N_Month3_10	0.005878918	-0.004326901	0.00080911	0.000306154	-0.005851387
44N_Month3_11	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_12	0.005755489	-0.004393973	0.000811938	0.000235359	-0.005883352
44N_Month3_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_14	0.007668937	-0.004621421	0.001264265	-0.000508075	0.001036682
44N_Month3_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_16	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_17	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_20	0.008533726	-0.00433533	0.001314938	-0.000587905	0.001033625
44N_Month3_21	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_22	-0.032289042	0.032386913	0.025980104	0.004501251	-0.006142014
44N_Month3_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_2	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44N_Month3_3	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44N_Month3_4	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_5	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_6	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44N_Month3_7	0.00765652	-0.002827306	0.001670712	-0.001709313	0.00314377
44N_Month3_8	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month3_9	0.007686833	-0.003032875	0.001679826	-0.001578872	0.003068523
44N_Month6_10	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44N_Month6_11	0.042785968	-0.026074612	0.013822689	0.009455887	-0.008660926
44N_Month6_12	-0.022760145	0.017457051	-0.01562379	0.021947399	0.01174385
44N_Month6_13	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month6_14	-0.011959133	0.008346172	-0.004846335	0.004357224	-0.003606283
44N_Month6_15	-0.016708077	0.016890725	-0.005384593	-0.002817402	0.009272811
44N_Month6_16	-0.002395969	0.003843179	-0.002309232	0.000690673	0.00362735
44N_Month6_17	-0.004344574	0.004445645	-0.002941664	0.001553611	-0.003264365
44N_Month6_18	-0.002395969	0.003843179	-0.002309232	0.000690673	0.00362735
44N_Month6_19	-0.004767897	0.005365532	-0.002880207	0.001848015	-0.003118228
44N_Month6_1	-0.002377907	0.003820152	-0.00223478	0.000527606	0.003511922
44N_Month6_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44N_Month6_21	-0.004317978	0.00441226	-0.002860528	0.001385081	-0.003354128
44N_Month6_22	-0.013886943	0.007715581	-0.016111195	0.013168584	0.001849647
44N_Month6_23	-0.143931127	-0.068123717	0.082706063	0.042468302	0.054461554
44N_Month6_24	-0.194994021	-0.059378888	0.042342221	-0.074597378	-0.008450716
44N_Month6_2	-0.013440671	0.012392095	-0.00532142	0.001903705	-0.002195618
44N_Month6_3	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44N_Month6_4	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44N_Month6_5	-0.012115889	0.008900692	-0.005281035	0.00444039	-0.003993521
44N_Month6_6	-0.013910564	0.008882586	-0.01220025	-0.024443771	-0.004529285
44N_Month6_7	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44N_Month6_8	-0.00318057	0.004817338	-0.002265376	-0.000880069	0.004057777
44N_Month6_9	-0.014515813	0.012769776	-0.011247861	-0.029434532	0.006435728
44R_Day3_10	0.005318382	0.000328761	-0.011386814	-0.041378101	-0.005651557
44R_Day3_11	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Day3_12	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day3_13	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
44R_Day3_14	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day3_15	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Day3_16	-0.00406302	0.0036837	-0.002761099	0.001333059	-0.003403277
44R_Day3_17	-0.010004597	0.008173527	-0.004556458	0.003616423	0.003071111
44R_Day3_18	-0.00406302	0.0036837	-0.002761099	0.001333059	-0.003403277
44R_Day3_19	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Day3_1	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Day3_20	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day3_21	0.006067343	-0.002733311	-0.000782712	0.000416142	-0.002505668
44R_Day3_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day3_23	-0.004951511	0.007756084	-0.002893323	0.00091617	-0.001263321
44R_Day3_24	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day3_2	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day3_3	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Day3_4	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Day3_5	-0.002140718	0.003108753	-0.002150783	0.000483844	0.003436494
44R_Day3_6	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day3_7	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day3_8	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Day3_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day7_10	-0.012074701	0.008884389	-0.005284063	0.00443931	-0.003901762
44R_Day7_11	0.007617479	-0.004751678	0.001299732	-0.000492649	0.001023407
44R_Day7_12	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day7_13	0.007819522	-0.003885763	0.000455046	-0.000127846	0.001398001
44R_Day7_14	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day7_15	-0.012861801	0.012727856	-0.005693336	0.004291777	-0.001947921
44R_Day7_16	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day7_17	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day7_18	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day7_19	-0.012861801	0.012727856	-0.005693336	0.004291777	-0.001947921
44R_Day7_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day7_20	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day7_21	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day7_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day7_23	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day7_24	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Day7_2	-0.012562251	0.010007056	-0.005478948	0.004972185	-0.003710827
44R_Day7_3	-0.016945015	0.004422318	-0.011453748	0.003122032	0.000175768
44R_Day7_4	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day7_5	-0.010069093	0.0080388	-0.004497922	0.003556548	0.003073355
44R_Day7_6	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day7_7	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Day7_8	-0.004422251	0.004169609	-0.002724671	0.001302724	-0.003352504
44R_Day7_9	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month10_10	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month10_11	-0.002140718	0.003108753	-0.002150783	0.000483844	0.003436494
44R_Month10_12	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month10_13	-0.009919629	0.008436985	-0.00469473	0.003717069	0.00308041
44R_Month10_14	-0.004553541	0.004091118	-0.002829622	0.001277314	-0.003297572
44R_Month10_15	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month10_16	-0.01213133	0.008740074	-0.005218691	0.004373988	-0.003878306
44R_Month10_17	-0.002491845	0.003588816	-0.002107962	0.000450768	0.003489756
44R_Month10_18	-0.012287733	0.008694043	-0.00533364	0.004372616	-0.003837457
44R_Month10_19	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month10_1	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month10_20	-0.01425927	0.011715437	-0.005456883	0.004137436	-0.003517727
44R_Month10_21	0.007600898	-0.004810286	0.001359742	-0.00052625	0.000833533
44R_Month10_22	0.007488179	-0.004804503	0.001323474	-0.000511163	0.000986862
44R_Month10_23	-0.012055922	0.009014917	-0.005365958	0.004480251	-0.003892763
44R_Month10_24	-0.010762371	0.011770949	-0.004847832	0.003274866	0.005219607
44R_Month10_2	-0.010427463	0.007749013	-0.004667738	0.003613943	0.003151462
