	Axis1_7.01	Axis2_2.88	Axis3_2.11	Axis4_1.76	Axis5_1.46	Axis6_1.39	Axis7_1.31	Axis8_1.27	Axis9_1.25	Axis10_1.23
26B_Month3_4	0.022489789	0.03729324	-0.023539089	-0.005586221	0.015797982	-0.000430746	0.002738055	0.003512246	-0.017313387	-0.001500612
26B_Month3_5	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
26B_Month3_6	0.028629843	0.023996397	0.00122474	9.52E-06	0.013008084	0.013434262	-0.00088654	-3.65E-05	-0.007495734	0.007242536
26B_Month3_7	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26B_Month3_8	-0.00087081	0.029252263	0.000697194	0.003207682	0.011811036	-0.01747632	0.019485276	0.021460018	-0.034109931	0.004210105
26B_Month3_9	-0.041681438	0.012719158	-0.016055627	-0.005250972	-0.001544044	-0.000948543	-0.000747489	0.002242834	-0.000900734	0.001836515
26B_Month6_10	0.015665945	-0.009943152	-0.011143681	0.015310632	-0.038346776	0.073103016	-0.013786179	-0.037235141	-0.008376775	-0.013789811
26B_Month6_11	-0.003654354	-0.003485618	0.004646036	0.000559513	-0.001723634	9.60E-05	0.004700277	-0.003816482	-0.000600373	-0.000219619
26B_Month6_12	0.001801316	0.00084771	0.001825129	0.001128461	0.000254964	0.000385834	-0.000275579	0.000110205	-0.00072193	0.000575595
26B_Month6_13	0.001553831	0.000469932	0.001889799	0.000943673	-0.000148696	-4.55E-05	-0.000252556	0.000320556	-0.000486275	0.000619951
26B_Month6_14	0.028436392	0.021672744	-0.001087187	0.002537482	-0.011324635	0.000921952	-0.003165344	-0.005266574	0.001864179	0.012807991
26B_Month6_15	0.001755182	0.000603864	0.001639575	0.000836589	-0.000171902	-5.85E-05	-0.000344741	0.000221686	-0.000568798	0.000689485
26B_Month6_16	0.000518652	0.000242183	0.002013604	0.001182935	0.000600126	0.000626114	0.000189586	2.83E-05	-0.000158093	0.000546618
26B_Month6_17	0.064499872	0.028412965	-0.009099525	-0.002395625	-0.01803886	-0.005095832	-0.008858249	-0.006244294	-0.029441697	0.004077357
26B_Month6_18	0.022850144	0.021593082	-0.006259037	-0.023625595	-0.000888863	-0.011666194	-0.009405278	-0.009549848	0.007806619	-0.007901736
26B_Month6_19	-0.001289451	0.000901324	0.002295213	0.001814052	0.00060246	0.001574688	-0.000961812	-0.000401311	-0.000289868	0.002222152
26B_Month6_1	0.003986791	-0.005789873	0.01312275	0.003895076	-0.008513185	-0.010266423	-0.010530252	0.004158726	0.006072521	0.001587485
26B_Month6_20	-0.002738056	-0.02628793	0.018602402	-0.037547659	0.015741344	0.00088415	-0.00418319	-0.003750651	0.005624266	-0.000208184
26B_Month6_21	0.037039891	0.014112593	-0.004419573	1.83E-05	-0.033626676	-0.00060541	0.006289131	-0.006870314	0.008735933	-0.014650291
26B_Month6_22	0.062880027	0.014978002	0.006499675	-0.030747495	0.001054592	-0.026525295	0.001867395	-0.003465695	-0.004386257	-0.005721182
26B_Month6_23	0.023495456	0.015241272	0.000902632	0.010806709	-0.008062375	0.008100156	0.001118015	-0.008729364	0.018848786	0.010983548
26B_Month6_24	-0.008134091	-0.010081678	0.014566501	-0.033956251	0.013722411	0.003278381	0.005820417	0.007750864	0.012453847	0.004607255
26B_Month6_2	0.011359346	-0.0473083	-0.021282211	0.016411824	-0.007147729	-0.019371399	0.002527696	0.020515906	-0.000358899	0.000635521
26B_Month6_3	0.048272668	0.028661898	-0.009048935	-0.035330226	-0.008363214	0.004672268	-0.032245009	-0.038246315	-0.024790985	0.020726967
26B_Month6_4	-0.006999279	0.001721286	0.011800781	0.006881629	-6.57E-05	0.005458193	-0.003951927	-0.00366302	0.00243763	0.002777637
26B_Month6_5	0.001025509	0.001177377	0.001393087	0.000953135	0.000679931	0.001078397	-0.000910157	0.000355872	9.49E-06	-0.000901935
26B_Month6_6	-0.003128787	-0.011679488	0.016341247	-0.029346446	0.010522257	0.001687384	0.001501804	0.010070803	0.003160918	-0.004719889
26B_Month6_7	0.001701997	0.000611995	0.001716327	0.00081108	3.35E-05	2.86E-05	-8.69E-05	0.000424299	-0.000429537	0.000600149
26B_Month6_8	-0.001755525	-0.002738127	0.004197236	0.000834801	-0.000874116	-0.001576353	0.001928279	-0.003458792	-0.000458692	-0.002794658
26B_Month6_9	0.00111645	0.000190991	0.002086571	0.001252058	9.28E-05	-8.14E-06	-0.000270333	0.00033252	-0.000293714	0.000440559
26L_Day7_10	0.017968772	-0.022419971	-0.011384123	0.016223831	-8.35E-05	0.001282574	-0.009203617	0.011047089	0.005170712	0.002131753
26L_Day7_14	-0.003971187	-0.026291562	0.012271935	-0.019941515	-0.021706439	-0.019462938	0.009801444	-0.026348895	-0.009638609	0.000835294
26L_Day7_15	0.007059736	-0.003306726	-0.016459881	0.007353325	0.00792171	-0.014210892	-0.003382505	0.020639939	-0.009856405	0.014509903
26L_Day7_16	0.003639585	-0.03359304	-0.020937301	0.01217109	0.017225987	-0.008026877	0.005526539	-0.007028323	-0.004995914	-0.002936991
26L_Day7_17	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26L_Day7_19	0.00206872	0.00052065	0.00203769	0.001025682	7.47E-05	-1.85E-05	-0.000220494	0.000163861	-0.000171439	0.000355879
26L_Day7_1	0.002585113	0.001145931	0.000891854	0.000545306	0.000258224	-5.94E-06	-0.000456246	9.83E-05	-0.000734396	5.13E-05
26L_Day7_20	0.00206872	0.00052065	0.00203769	0.001025682	7.47E-05	-1.85E-05	-0.000220494	0.000163861	-0.000171439	0.000355879
26L_Day7_21	0.001525836	0.000643155	0.001671419	0.000823435	-0.000146304	0.000238096	-0.000228874	0.000160532	-0.000379505	0.000311374
26L_Day7_22	-0.008403673	-0.013438066	0.00158251	-0.014194371	-0.008921019	-0.003962893	-0.000196802	-0.006614039	0.0032052	-0.002449519
26L_Day7_23	-0.005354789	-0.008994475	0.005935644	0.006840728	-0.013860329	-0.0151215	0.008703543	0.003947311	0.006327696	-0.007453567
26L_Day7_24	0.002048192	0.000934472	0.001114642	0.000518637	-1.07E-05	0.000320014	-0.000441258	-1.59E-05	-0.000619175	-6.19E-05
26L_Day7_2	0.001709826	0.001023838	0.00160746	0.000873402	0.000144736	-3.21E-05	-0.000163039	0.00026952	-0.000254968	0.000590258
26L_Day7_5	-0.01168625	-0.00039004	0.009491158	0.00553354	0.000324595	-0.003906515	0.004625648	-0.003503955	0.004732846	-0.004004459
26L_Day7_6	0.001375503	-0.00450169	0.004616118	0.004458552	0.003709658	-0.001965774	-0.005220171	-0.000340998	-0.010818633	0.005149246
26L_Day7_7	0.001976798	0.000804002	0.001680529	0.000908351	0.000112484	-0.000286167	-0.00039594	0.000258037	-8.47E-05	0.000319691
26L_Day7_8	0.00206872	0.00052065	0.00203769	0.001025682	7.47E-05	-1.85E-05	-0.000220494	0.000163861	-0.000171439	0.000355879
26L_Day7_9	-0.002742242	-0.011914781	0.009541698	0.007263683	-0.01797575	0.008697061	0.023336216	-0.015712302	-0.00653263	-0.000785513
26L_Month3_10	-0.01952973	-0.021356476	0.04422309	-0.013055323	-0.006024528	-0.013809479	0.000507766	-0.000515	-0.010643074	0.011427946
26L_Month3_11	0.040998251	0.041570054	-0.005792099	0.015798236	0.014110342	0.00529447	-0.007675201	0.004136254	0.011147918	-0.01009937
26L_Month3_12	-0.048171461	-0.02380636	0.036217733	0.012677364	-0.010930935	-0.005476655	0.000595945	-0.002890366	0.004939457	0.009311125
26L_Month3_13	-0.04911843	0.006870295	-0.011630282	-0.007133359	-0.005186772	-0.002944171	0.004704677	-0.002831139	-0.000458299	0.000350189
26L_Month3_14	0.043736314	0.012114372	-0.005235558	0.021003483	0.018814506	-0.004864242	0.03066947	-0.020593322	0.015169316	0.008081561
26L_Month3_15	0.000734329	0.00083836	0.001488969	0.001001987	0.000595308	0.000451483	-1.19E-05	2.24E-05	-0.00029302	0.000701781
26L_Month3_16	0.001595954	0.001125126	0.001450184	0.001014817	1.32E-05	-5.34E-05	-0.000531537	0.000398084	-0.000329184	0.000691502
26L_Month3_17	0.001075316	0.000730241	0.001466952	0.00127642	0.000242147	0.00034151	-0.000399655	0.00031379	-0.000649257	0.000296885
26L_Month3_18	0.000392911	0.001057281	0.001437957	0.001486419	0.000220094	0.000885913	-0.001138217	-0.000184585	-0.00022539	0.000259552
26L_Month3_19	0.042654878	0.02502627	0.010419692	0.002215216	0.009821288	-0.013124983	-0.017027761	0.022905583	0.005096394	-0.007654844
26L_Month3_1	0.02185827	-0.016171163	-0.015676978	0.020612932	-0.007866937	0.035853182	-0.006059653	-0.000344632	-0.008099108	-0.025127228
26L_Month3_20	-0.041704719	0.012507355	-0.015741609	-0.004916375	-0.001982574	-0.000293108	-0.000549289	0.002113863	-0.000588517	0.001975341
26L_Month3_21	0.001252315	0.000560783	0.001596198	0.0008345	0.000435824	0.000320398	-0.000202508	0.000130533	-0.000210192	0.000435865
26L_Month3_22	0.001213257	0.000649304	0.001657818	0.00132873	0.000231319	0.000415242	-0.000546685	0.000216409	-0.000348727	4.34E-05
26L_Month3_23	0.001862766	0.001106882	0.001249164	0.000650073	0.000139498	-0.000143684	-0.000245346	0.000396087	-0.000370785	0.000743884
26L_Month3_24	0.001589214	0.000683605	0.001531145	0.001006712	-0.000208059	-4.10E-06	-0.000574641	0.000351357	-0.000525469	0.000505882
26L_Month3_2	0.038888157	-0.00021016	0.021480688	-0.026418705	0.0159846	0.022029543	-0.011596503	0.018439304	0.014918502	0.021167357
26L_Month3_3	0.004254192	-0.001855989	0.022302027	0.007306202	-0.007911855	0.020221682	0.009368218	-0.009112591	0.028464074	0.017034336
26L_Month3_4	0.058551593	0.026609321	0.019173373	-0.019587309	0.006127011	0.014453457	0.012389138	0.017290813	-0.02263654	0.023912142
26L_Month3_5	0.001638248	0.000762504	0.00166929	0.001069122	-0.000116293	0.000105286	-0.000465091	0.000327582	-0.000470865	0.000616869
26L_Month3_6	0.001638248	0.000762504	0.00166929	0.001069122	-0.000116293	0.000105286	-0.000465091	0.000327582	-0.000470865	0.000616869
26L_Month3_7	0.001595954	0.001125126	0.001450184	0.001014817	1.32E-05	-5.34E-05	-0.000531537	0.000398084	-0.000329184	0.000691502
26L_Month3_8	0.001589214	0.000683605	0.001531145	0.001006712	-0.000208059	-4.10E-06	-0.000574641	0.000351357	-0.000525469	0.000505882
26L_Month3_9	-0.014755216	-0.009661093	0.002548896	0.000297161	-0.00590633	-0.000427373	0.003429522	-0.005628533	0.001233956	-0.003191219
26L_Month6_10	-0.044178337	0.012684777	-0.015399124	-0.005210986	-0.001850231	-0.000624364	-0.001000058	0.002846129	-0.000321356	0.002666354
26L_Month6_11	0.000775976	0.000475227	0.001707716	0.001056834	0.000464802	0.000610372	5.42E-05	-4.79E-05	-0.000434993	0.000628049
26L_Month6_12	0.001707959	0.001211134	0.001007244	0.00055869	0.000332904	0.000454625	-0.000513875	-0.000131418	-0.00046284	0.000128332
26L_Month6_13	0.001499608	0.000892453	0.00135819	0.000858759	0.00043239	0.000858362	-0.000316425	-0.000319513	-0.000670724	0.000287553
26L_Month6_14	0.001954957	0.000621013	0.001880672	0.001166185	-5.67E-05	-4.03E-05	-0.000588675	0.000292217	-0.000244842	0.000456217
26L_Month6_15	0.001411764	0.000744118	0.00151322	0.000964385	-0.000278474	0.000216486	-0.000597312	0.000288787	-0.0004536	0.000412982
26L_Month6_16	0.001678944	0.00072617	0.001312728	0.000599117	-0.000151024	0.000126624	-0.000311394	0.000287807	-0.000495047	0.000465236
26L_Month6_17	0.001321502	0.001027456	0.001155638	0.00084839	-0.000241391	-5.19E-05	-0.000773743	0.000383332	-0.000366257	0.000376565
26L_Month6_18	0.001256347	0.000603558	0.001625199	0.001014311	0.000456677	0.000518107	-2.49E-05	5.08E-05	-0.000500161	0.000625175
26L_Month6_19	0.001554275	0.000640532	0.001629285	0.000830746	0.000319005	0.000382985	-4.71E-05	0.000144026	-0.000380314	0.000502959
26L_Month6_1	0.001638248	0.000762504	0.00166929	0.001069122	-0.000116293	0.000105286	-0.000465091	0.000327582	-0.000470865	0.000616869
26L_Month6_20	0.001080036	0.000641621	0.001380816	0.000706503	0.000165083	0.000431507	-0.000376577	0.000113246	-0.000385255	0.000241181
26L_Month6_21	0.001855974	0.000667006	0.001329722	0.000642392	-8.14E-05	-9.41E-05	-0.000288657	0.000349954	-0.000566851	0.000559246
26L_Month6_22	0.001123693	0.000809824	0.001604842	0.001338872	0.000334204	0.000450885	-0.000290131	0.000290169	-0.000594673	0.000407943
26L_Month6_23	0.002283009	0.001335199	0.001001143	0.000539959	0.000183983	-2.50E-05	-0.000513396	9.02E-05	-0.000612668	0.000500944
26L_Month6_24	0.001138424	0.000735006	0.00141911	0.00113253	-0.000102918	0.000308567	-0.000570496	0.000433317	-0.000554661	0.000390418
26L_Month6_2	0.001548641	0.000809394	0.001296332	0.00082147	0.000198004	0.00035969	-0.000347855	-0.000171876	-0.000810118	0.000553042
26L_Month6_3	0.000642981	0.000682784	0.001685903	0.001382366	0.000341738	0.000543036	-0.000211664	0.000192193	-0.000530214	0.000411476
26L_Month6_4	0.001411764	0.000744118	0.00151322	0.000964385	-0.000278474	0.000216486	-0.000597312	0.000288787	-0.0004536	0.000412982
26L_Month6_5	0.001213257	0.000649304	0.001657818	0.00132873	0.000231319	0.000415242	-0.000546685	0.000216409	-0.000348727	4.34E-05
26L_Month6_6	0.001905419	0.000542596	0.001742243	0.001103545	-0.000148458	-0.000149481	-0.000698102	0.000316035	-0.00029977	0.000345381
26L_Month6_7	0.001981428	0.001309084	0.001300435	0.000727069	0.000584701	0.00045194	-0.000272007	-0.000115687	-0.000426157	0.000444212
26L_Month6_8	0.00131768	0.000685054	0.001355201	0.000926893	0.000330199	0.000293554	-0.000118249	7.48E-05	-0.00070958	0.000495324
26L_Month6_9	0.001952324	0.000947272	0.00130358	0.000640986	3.80E-05	-0.000177532	-0.000500973	0.000322824	-0.000127146	0.000378862
26N_Day7_10	0.001525836	0.000643155	0.001671419	0.000823435	-0.000146304	0.000238096	-0.000228874	0.000160532	-0.000379505	0.000311374
26N_Day7_11	-0.002197174	-0.006884109	0.001086161	-0.001109264	-0.003370645	-0.000942383	0.003888052	-0.003849983	0.002565312	-0.002768471
26N_Day7_12	0.00072143	0.001175507	0.000910796	0.001570916	-0.000611706	0.000630852	-0.000878378	0.000124247	1.72E-05	-0.000348752
26N_Day7_13	0.00201913	0.0004424	0.001899551	0.000963046	-1.69E-05	-0.000127561	-0.000329841	0.000187811	-0.000226357	0.000245166
26N_Day7_15	-0.001958936	-0.010116398	0.004483013	0.000480407	-0.008033536	-0.004947399	-0.001611982	9.72E-05	0.004988814	-0.000527508
26N_Day7_16	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
26N_Day7_17	-0.002363653	-0.011162811	0.002090984	-0.002514632	-0.009381097	-0.006791301	-0.000526257	-0.010390978	0.006248478	-0.001443627
26N_Day7_18	-1.15E-05	0.001268609	0.000935512	0.001409603	0.000583911	0.001022303	-0.001161541	0.000297361	-0.000402411	-0.000231558
26N_Day7_1	0.000757089	0.000704134	0.001540349	0.00111508	0.000408715	0.000260291	-0.000275092	8.44E-05	-0.000122398	-9.05E-05
26N_Day7_20	-0.048019133	0.011200122	-0.013112687	-0.004422405	0.001216746	0.000362515	-0.00043153	0.003068054	0.002775662	0.000550858
26N_Day7_21	-0.008369328	0.001370593	0.014295855	0.00582067	0.005659371	-0.001529371	0.004260578	0.003659367	-0.001251691	-0.002293792
26N_Day7_23	0.018029924	-0.041114498	-0.019513741	-0.007225718	0.039491621	-0.018388207	-0.010131837	-0.020055334	-0.006723499	-0.000147688
26N_Day7_24	-0.002303705	-0.002495766	0.00321196	0.000410037	-0.001193247	-0.001587104	0.002213072	-0.002973066	-0.000271352	-0.002336245
26N_Day7_2	-0.007420879	-0.008753883	0.001251149	0.000184284	-0.002637524	1.05E-05	0.004408378	-0.003918779	0.003156234	-0.003123149
26N_Day7_3	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26N_Day7_4	0.001799782	0.000864156	0.001662853	0.000866274	4.26E-05	-6.62E-05	-0.000419214	0.000195833	-1.18E-05	0.000226605
26N_Day7_5	0.006052872	0.015244763	-0.00620941	-0.00668773	-0.002362612	0.003365528	0.003252547	-0.003862768	-0.02111482	0.001123831
26N_Day7_6	0.002063156	0.009796553	0.003423131	0.009541707	-0.006528418	0.018427064	0.006046209	0.009951035	-0.008876831	-0.005645418
26N_Day7_7	-0.060660146	0.008315552	-0.013646442	-0.005402743	-0.00725135	-0.005120071	0.000245501	-0.005662853	0.002694657	0.002987741
26N_Day7_8	0.001709826	0.001023838	0.00160746	0.000873402	0.000144736	-3.21E-05	-0.000163039	0.00026952	-0.000254968	0.000590258
26N_Day7_9	0.001214626	0.001577608	0.000846253	0.000874738	0.000589224	0.000976904	-0.000767803	-7.67E-05	7.12E-06	-0.000499109
26N_Month3_10	0.001189571	0.000629053	0.001625392	0.001135771	0.000374196	0.000362667	-3.08E-05	0.000185897	-0.000574733	0.000196125
26N_Month3_11	-0.002198988	-0.003165169	0.010245194	0.002193978	-0.00881622	-0.012224268	-0.003521243	-0.000736306	-0.000843192	0.00030124
26N_Month3_12	0.047652565	0.00887705	-0.011797602	-0.012570539	0.007543996	-0.02119155	0.003234416	-0.005827815	-0.001131701	-0.000286532
26N_Month3_13	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
26N_Month3_14	0.013005835	0.01642407	-0.01277733	0.003807812	0.010393607	-0.011704272	0.015322246	-0.033790188	-0.018613298	0.005571446
26N_Month3_15	0.001525836	0.000643155	0.001671419	0.000823435	-0.000146304	0.000238096	-0.000228874	0.000160532	-0.000379505	0.000311374
26N_Month3_16	-0.003339468	-0.002416482	0.00285925	0.000237131	-0.001192882	-0.001998148	0.002771253	-0.003439179	-0.000269475	-0.002236438
26N_Month3_17	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26N_Month3_18	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
26N_Month3_19	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
26N_Month3_1	0.001347366	0.00069074	0.001330698	0.000847907	0.000546429	0.000825784	-0.000245495	-0.000314292	-0.00041385	-0.000118924
26N_Month3_20	0.037173545	0.023391674	0.013093732	0.012177814	-0.010978687	-0.024796322	-0.016044201	-0.004905771	-0.020476945	-0.007146305
26N_Month3_21	0.038381531	0.003864345	-0.012480221	0.021384768	-0.010499586	0.013098184	-0.031440377	0.0144627	-0.025615812	-0.007424703
26N_Month3_22	0.000826895	0.001078077	0.001158064	0.000796216	0.000331013	0.000124391	-0.000345642	0.000334966	-0.000389861	0.000150358
26N_Month3_23	0.001702916	0.00058285	0.001688181	0.000865482	-7.65E-05	1.72E-05	-0.000206282	0.000223173	-0.000450901	0.000404788
26N_Month3_24	0.001693053	0.000663066	0.001736094	0.000886696	2.11E-05	3.55E-05	-0.000157921	0.000121459	-0.000409648	0.00038823
26N_Month3_2	0.002124313	0.001079434	0.001944299	0.001043371	0.000283064	0.000302089	-0.000236143	-0.000135784	-0.000460148	0.000362577
26N_Month3_3	0.001709826	0.001023838	0.00160746	0.000873402	0.000144736	-3.21E-05	-0.000163039	0.00026952	-0.000254968	0.000590258
26N_Month3_4	0.034965164	0.038702901	0.002754741	0.00658538	0.021125135	-0.015756295	-0.011729807	-0.002511501	0.009863962	-0.001481819
26N_Month3_5	0.000709381	0.000501167	0.001707415	0.00117936	0.000381853	0.000454579	4.80E-05	8.78E-05	-0.000510236	0.000199311
26N_Month3_6	0.000757759	0.00058099	0.001845498	0.001241777	0.000474174	0.000564223	0.000157603	6.41E-05	-0.000455728	0.00031032
26N_Month3_7	0.002279698	0.001392683	0.001187886	0.000631235	0.00037062	0.000159515	-0.000265631	6.86E-05	-0.000440684	0.000328228
26N_Month3_8	0.006586395	-0.012339183	-0.004769076	-0.023622159	-0.015693245	0.008557998	-0.002976265	0.021401029	-0.012011617	-0.01547498
26N_Month3_9	0.036531695	0.029575722	-0.025236812	-0.009203039	-0.012010023	-0.00375662	-0.000113119	0.011254211	0.015690635	0.020401006
27L_Day7_11	0.002294781	-0.009114383	0.002010208	0.003983247	2.86E-05	0.008739091	-0.01034791	0.004843634	0.008278057	-0.012004142
27L_Day7_12	-3.72E-05	-0.046199833	-0.011936083	-0.029144199	0.019744145	-0.007853167	0.007275611	0.004676467	0.00435943	-0.004163838
27L_Day7_13	-0.002802138	-0.002699836	0.003631629	0.000715391	-0.000941985	-0.001426302	0.002014663	-0.003384462	-0.00039029	-0.002482955
27L_Day7_14	-0.01871614	-0.01491003	-0.009888035	-0.000915997	-0.021798056	0.012351792	0.031766649	-0.020367875	-0.007931464	-0.002250357
27L_Day7_15	0.000707414	0.000914267	0.001159838	0.000635142	0.000392808	0.000801036	-0.000359498	0.000518599	-0.000160828	-0.000404976
27L_Day7_16	-0.000149451	0.000616984	0.001048241	0.000777634	0.000306316	0.000375989	-0.000417313	0.000488437	-0.000382156	0.000320327
27L_Day7_17	0.001419941	0.00122116	0.001486799	0.001488456	0.000204756	0.001265275	-0.001191585	0.000553424	-0.000386915	0.000239414
27L_Day7_18	-0.000758287	0.000958789	0.00076036	0.001022632	0.000640715	0.001008985	-0.000538406	0.000229095	-0.000248496	0.000172879
27L_Day7_19	0.00093772	0.001145087	0.000902203	0.000932218	0.000159447	0.000415827	-0.000779165	0.000372133	5.62E-05	-0.00016115
27L_Day7_1	-0.000758411	0.000169584	0.002733798	0.001512894	0.000401608	0.00040929	-0.000480209	0.000415417	-0.00015902	0.000198814
27L_Day7_20	-0.044527606	0.011775578	-0.013279737	-0.005221222	0.001198548	0.00056233	5.87E-05	0.002274691	0.002447634	0.002161576
27L_Day7_21	-0.044195912	0.011985153	-0.012824801	-0.00522635	0.001560758	0.000624603	-0.000502649	0.001987721	0.002026702	0.002007358
27L_Day7_22	0.040414518	-0.01261224	-0.000762232	-0.00412693	0.025701744	-0.000615729	-0.005448884	-0.001733309	-0.006641478	-0.006078498
27L_Day7_23	0.013558028	0.033961505	0.009320646	0.012985709	-0.015249993	-0.001710533	-0.003862492	0.005986559	0.018832198	-0.000452543
27L_Day7_24	-0.001377638	-0.002944393	0.003105914	0.000171693	-0.000759172	-0.001889288	0.002754563	-0.003213924	-0.000574024	-0.002154397
27L_Day7_2	0.00072802	0.001303732	0.000857506	0.001065168	0.000104348	0.000496105	-0.000991089	0.000700264	-0.000280088	-0.000415872
27L_Day7_3	0.001661134	0.000944691	0.001469694	0.000811191	5.30E-05	-0.000141452	-0.000272571	0.000293391	-0.000309582	0.000479295
27L_Day7_4	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
27L_Day7_5	0.013918137	-0.007493819	-0.037875119	0.00724134	0.014383226	-0.004350017	-0.015548463	-0.028753688	0.008115305	-0.019910636
27L_Day7_6	-0.007561548	-0.002765936	0.011471842	0.004933576	-0.00110672	-0.005211109	0.009412627	-0.00494509	-0.004125942	-0.00596479
27L_Day7_8	-0.008974894	0.001804311	0.004552817	0.004250596	0.003755514	-0.005105902	-0.001524576	-0.002024002	-0.002035987	-0.003548629
27L_Day7_9	-0.012388017	0.000650636	0.005761164	0.006503637	-0.01361939	-0.003913419	0.015325115	-0.003165587	0.010489311	-0.00923215
27L_Month3_10p	0.007080454	-0.004837895	0.018393818	-0.003578377	0.012190255	0.001058866	0.000759444	0.001966928	-0.013076119	0.001944338
27L_Month3_10	0.001752001	0.000661581	0.001826037	0.00092789	1.51E-05	0.000126488	-9.68E-05	0.000199267	-0.000396307	0.000515652
27L_Month3_11p	-0.004501244	-0.000374253	0.007233352	0.004028548	0.00222099	0.003656885	0.001580093	0.001033984	-0.00359192	0.003259013
27L_Month3_11	0.001423081	0.000985764	0.001491515	0.000749122	0.000580832	0.000498601	-4.22E-05	6.62E-05	-7.92E-05	0.000309464
27L_Month3_12p	0.001146278	0.000681761	0.001508644	0.000974838	0.000604283	0.000804311	-7.60E-05	-0.00035266	-0.000558975	9.97E-05
27L_Month3_12	0.000686125	0.000458742	0.001787425	0.001029966	0.000597175	0.000885629	0.000125583	-0.000196468	-0.000274974	0.000360471
27L_Month3_13	0.000709381	0.000501167	0.001707415	0.00117936	0.000381853	0.000454579	4.80E-05	8.78E-05	-0.000510236	0.000199311
27L_Month3_14	0.014974601	-0.044760615	-0.03215457	0.026239902	0.024973178	0.009587376	0.007450015	-0.00582936	-0.046552802	0.024786427
27L_Month3_15	0.002636683	0.000892404	0.001615731	0.000782627	0.00030073	0.000173073	-0.000322208	-3.52E-05	-0.000357815	9.49E-05
27L_Month3_16	0.001695058	-0.028114747	-0.018914799	0.008275584	0.005662401	-0.002344716	0.001439838	-0.002189443	-0.001125187	-0.001292108
27L_Month3_17	0.000757759	0.00058099	0.001845498	0.001241777	0.000474174	0.000564223	0.000157603	6.41E-05	-0.000455728	0.00031032
27L_Month3_18	0.001919151	0.000826102	0.001629315	0.000833659	0.000660568	0.000687351	-2.59E-05	-0.000203971	-0.000257653	7.63E-05
27L_Month3_19	0.030874758	-9.99E-05	0.012769412	-0.008791819	0.021801987	0.019879679	0.083464529	-0.042164286	-0.052725391	-0.02066116
27L_Month3_1p	0.001176678	0.000419207	0.001449216	0.000713805	0.000272877	0.000462753	-0.000108818	0.000110212	-0.000106894	-0.000108537
27L_Month3_1	0.04290585	0.026495863	-0.013788113	-0.002189026	0.024835179	-0.008357074	-0.007574847	0.019715858	0.009394016	0.006020741
27L_Month3_20	0.001919151	0.000826102	0.001629315	0.000833659	0.000660568	0.000687351	-2.59E-05	-0.000203971	-0.000257653	7.63E-05
27L_Month3_21	0.006609123	0.024915334	0.005466392	-0.003405417	-0.004871588	-0.01431782	-0.000806661	0.005913101	-0.002855553	0.009827661
27L_Month3_22	0.001923218	0.000847481	0.00143092	0.000748141	0.000458818	0.000576172	-0.000176719	-0.000159068	-0.000504384	-2.36E-05
27L_Month3_23	0.031168638	0.00865858	0.01255786	-0.010736252	0.005448322	-0.007161434	-0.005008031	0.004476098	0.020985202	0.016956675
27L_Month3_24	0.019579631	0.011770305	-0.01607896	-0.007528199	-0.010107865	-0.020544395	0.008472335	-0.000118775	0.007415314	-0.027326258
27L_Month3_2p	-0.045723617	0.013334644	-0.016985827	-0.006470586	-0.001169013	-0.000143458	-0.000528079	0.001428369	0.000506782	0.001985313
27L_Month3_2	0.00201913	0.0004424	0.001899551	0.000963046	-1.69E-05	-0.000127561	-0.000329841	0.000187811	-0.000226357	0.000245166
27L_Month3_3p	-0.000827066	-0.002461284	0.00282627	-0.000361003	-0.000880507	-0.002098269	0.002406833	-0.003557964	-0.000484766	-0.002325475
27L_Month3_3	0.001631833	0.001246607	0.001353769	0.000886086	0.000553376	0.000732352	-0.000706254	0.000398384	-0.000328372	-0.000821021
27L_Month3_4p	-0.001017966	-0.003086664	0.003209677	-4.06E-06	-0.001000862	-0.002063304	0.002811614	-0.003076698	-0.000474411	-0.002327486
